Time, Ptotal
20926.0, 9999.9990234375
20926.25, 9999.9990234375
20926.5, 9999.9990234375
20926.75, 9999.9990234375
20927.0, 9999.9990234375
20927.25, 9999.9990234375
20927.5, 9999.9990234375
20927.75, 9999.9990234375
20928.0, 9999.9990234375
20928.25, 9999.9990234375
20928.5, 9999.9990234375
20928.75, 9999.9990234375
20929.0, 9999.9990234375
20929.25, 9999.9990234375
20929.5, 9999.9990234375
20929.75, 9999.9990234375
20930.0, 9999.9990234375
20930.25, 9999.9990234375
20930.5, 9999.9990234375
20930.75, 9999.9990234375
20931.0, 9999.9990234375
20931.25, 9999.9990234375
20931.5, 9999.9990234375
20931.75, 9999.9990234375
20932.0, 9999.9990234375
20932.25, 9999.9990234375
20932.5, 9999.9990234375
20932.75, 9999.9990234375
20933.0, 9999.9990234375
20933.25, 9999.9990234375
20933.5, 9999.9990234375
20933.75, 9999.9990234375
20934.0, 9999.9990234375
20934.25, 9999.9990234375
20934.5, 9999.9990234375
20934.75, 9947.7373046875
20935.0, 9751.64453125
20935.25, 9651.892578125
20935.5, 9463.4873046875
20935.75, 9340.3955078125
20936.0, 9310.2880859375
20936.25, 9097.1083984375
20936.5, 8744.2783203125
20936.75, 8477.02734375
20937.0, 8356.080078125
20937.25, 8217.197265625
20937.5, 8190.580078125
20937.75, 7915.1923828125
20938.0, 7590.49560546875
20938.25, 7545.37744140625
20938.5, 7517.22900390625
20938.75, 7471.2978515625
20939.0, 7470.95361328125
20939.25, 7470.95361328125
20939.5, 7429.60107421875
20939.75, 7369.9365234375
20940.0, 7337.58447265625
20940.25, 7337.58447265625
20940.5, 7337.58447265625
20940.75, 7170.08447265625
20941.0, 7170.08447265625
20941.25, 7170.08447265625
20941.5, 7170.08447265625
20941.75, 7130.05322265625
20942.0, 7130.056640625
20942.25, 7130.056640625
20942.5, 7130.056640625
20942.75, 7130.056640625
20943.0, 7130.056640625
20943.25, 7130.056640625
20943.5, 7130.056640625
20943.75, 7130.056640625
20944.0, 7130.056640625
20944.25, 7130.056640625
20944.5, 7130.056640625
20944.75, 7130.056640625
20945.0, 7130.056640625
20945.25, 7130.056640625
20945.5, 7130.056640625
20945.75, 7130.056640625
20946.0, 7130.056640625
20946.25, 7130.056640625
20946.5, 7130.056640625
20946.75, 7130.056640625
20947.0, 7130.056640625
20947.25, 7130.056640625
20947.5, 7130.056640625
20947.75, 7130.056640625
20948.0, 7130.056640625
20948.25, 7130.056640625
20948.5, 7130.056640625
20948.75, 7130.056640625
20949.0, 7130.056640625
20949.25, 7130.056640625
20949.5, 7130.056640625
20949.75, 7130.056640625
20950.0, 7130.056640625
20950.25, 7130.056640625
20950.5, 7130.056640625
20950.75, 7130.056640625
20951.0, 7130.056640625
20951.25, 7130.056640625
20951.5, 7130.056640625
20951.75, 7130.056640625
20952.0, 7130.056640625
20952.25, 7130.056640625
20952.5, 7130.056640625
20952.75, 7130.056640625
20953.0, 7130.056640625
20953.25, 7130.056640625
20953.5, 7130.056640625
20953.75, 7130.056640625
20954.0, 7130.056640625
20954.25, 7130.056640625
20954.5, 7130.056640625
20954.75, 7130.056640625
20955.0, 7133.67041015625
20955.25, 7142.556640625
20955.5, 7159.94970703125
20955.75, 7173.16845703125
20956.0, 7209.8896484375
20956.25, 7230.6064453125
20956.5, 7268.97802734375
20956.75, 7307.6669921875
20957.0, 7337.2216796875
20957.25, 7353.345703125
20957.5, 7374.8310546875
20957.75, 7375.474609375
20958.0, 7450.7802734375
20958.25, 7476.505859375
20958.5, 7490.70849609375
20958.75, 7497.0390625
20959.0, 7497.01513671875
20959.25, 7497.017578125
20959.5, 7497.017578125
20959.75, 7504.48046875
20960.0, 7516.1201171875
20960.25, 7516.1201171875
20960.5, 7516.1201171875
20960.75, 7516.1201171875
20961.0, 7535.39013671875
20961.25, 7535.39013671875
20961.5, 7535.39013671875
20961.75, 7535.6162109375
20962.0, 7548.32275390625
20962.25, 7548.32275390625
20962.5, 7548.32275390625
20962.75, 7548.32275390625
20963.0, 7548.32275390625
20963.25, 7548.32275390625
20963.5, 7548.32275390625
20963.75, 7548.32275390625
20964.0, 7548.32275390625
20964.25, 7548.32275390625
20964.5, 7548.32275390625
20964.75, 7548.32275390625
20965.0, 7548.32275390625
20965.25, 7548.32275390625
20965.5, 7548.32275390625
20965.75, 7548.32275390625
20966.0, 7548.32275390625
20966.25, 7548.32275390625
20966.5, 7548.32275390625
20966.75, 7548.32275390625
20967.0, 7548.32275390625
20967.25, 7548.32275390625
20967.5, 7548.32275390625
20967.75, 7548.32275390625
20968.0, 7548.32275390625
20968.25, 7548.32275390625
20968.5, 7548.32275390625
20968.75, 7548.32275390625
20969.0, 7548.32275390625
20969.25, 7548.32275390625
20969.5, 7548.32275390625
20969.75, 7548.32275390625
20970.0, 7548.32275390625
20970.25, 7548.32275390625
20970.5, 7548.32275390625
20970.75, 7548.32275390625
20971.0, 7548.32275390625
20971.25, 7548.32275390625
20971.5, 7548.32275390625
20971.75, 7548.32275390625
20972.0, 7548.32275390625
20972.25, 7548.32275390625
20972.5, 7548.32275390625
20972.75, 7548.32275390625
20973.0, 7548.32275390625
20973.25, 7548.32275390625
20973.5, 7548.32275390625
20973.75, 7548.32275390625
20974.0, 7548.32275390625
20974.25, 7548.32275390625
20974.5, 7548.32275390625
20974.75, 7548.32275390625
20975.0, 7548.32275390625
20975.25, 7548.32275390625
20975.5, 7548.7685546875
20975.75, 7592.03564453125
20976.0, 7638.02294921875
20976.25, 7742.11572265625
20976.5, 7845.06298828125
20976.75, 7964.33251953125
20977.0, 8033.75439453125
20977.25, 8063.1728515625
20977.5, 8147.076171875
20977.75, 8207.630859375
20978.0, 8281.6943359375
20978.25, 8524.3681640625
20978.5, 8551.0732421875
20978.75, 8581.748046875
20979.0, 8581.748046875
20979.25, 8610.53125
20979.5, 8610.5283203125
20979.75, 8610.5283203125
20980.0, 8664.8984375
20980.25, 8683.3017578125
20980.5, 8683.3017578125
20980.75, 8683.3017578125
20981.0, 8721.8447265625
20981.25, 8739.349609375
20981.5, 8739.349609375
20981.75, 8739.349609375
20982.0, 8758.3115234375
20982.25, 8777.427734375
20982.5, 8777.427734375
20982.75, 8777.427734375
20983.0, 8777.427734375
20983.25, 8777.427734375
20983.5, 8777.427734375
20983.75, 8777.427734375
20984.0, 8777.427734375
20984.25, 8777.427734375
20984.5, 8777.427734375
20984.75, 8777.427734375
20985.0, 8777.427734375
20985.25, 8777.427734375
20985.5, 8777.427734375
20985.75, 8777.427734375
20986.0, 8777.427734375
20986.25, 8777.427734375
20986.5, 8777.427734375
20986.75, 8777.427734375
20987.0, 8777.427734375
20987.25, 8777.427734375
20987.5, 8777.427734375
20987.75, 8777.427734375
20988.0, 8777.427734375
20988.25, 8777.427734375
20988.5, 8777.427734375
20988.75, 8777.427734375
20989.0, 8777.427734375
20989.25, 8777.427734375
20989.5, 8777.427734375
20989.75, 8777.427734375
20990.0, 8777.427734375
20990.25, 8777.427734375
20990.5, 8777.427734375
20990.75, 8777.427734375
20991.0, 8777.427734375
20991.25, 8777.427734375
20991.5, 8777.427734375
20991.75, 8777.427734375
20992.0, 8777.427734375
20992.25, 8777.427734375
20992.5, 8777.427734375
20992.75, 8777.427734375
20993.0, 8777.427734375
20993.25, 8777.427734375
20993.5, 8777.427734375
20993.75, 8777.427734375
20994.0, 8777.427734375
20994.25, 8777.427734375
20994.5, 8777.427734375
20994.75, 8777.427734375
20995.0, 8777.427734375
20995.25, 8777.427734375
20995.5, 8777.427734375
20995.75, 8789.6875
20996.0, 8800.2763671875
20996.25, 8833.84765625
20996.5, 8904.8701171875
20996.75, 8973.8583984375
20997.0, 9063.8955078125
20997.25, 9120.8212890625
20997.5, 9139.31640625
20997.75, 9190.443359375
20998.0, 9244.8232421875
20998.25, 9354.677734375
20998.5, 9438.8701171875
20998.75, 9471.296875
20999.0, 9481.130859375
20999.25, 9506.419921875
20999.5, 9571.5244140625
20999.75, 9576.265625
21000.0, 9588.462890625
21000.25, 9617.283203125
21000.5, 9617.283203125
21000.75, 9617.283203125
21001.0, 9617.283203125
21001.25, 9646.765625
21001.5, 9659.19140625
21001.75, 9659.19140625
21002.0, 9659.19140625
21002.25, 9701.73046875
21002.5, 9701.701171875
21002.75, 9701.701171875
21003.0, 9701.701171875
21003.25, 9701.701171875
21003.5, 9701.701171875
21003.75, 9701.701171875
21004.0, 9701.701171875
21004.25, 9701.701171875
21004.5, 9701.701171875
21004.75, 9701.701171875
21005.0, 9701.701171875
21005.25, 9701.701171875
21005.5, 9701.701171875
21005.75, 9701.701171875
21006.0, 9701.701171875
21006.25, 9701.701171875
21006.5, 9701.701171875
21006.75, 9701.701171875
21007.0, 9701.701171875
21007.25, 9701.701171875
21007.5, 9701.701171875
21007.75, 9701.701171875
21008.0, 9701.701171875
21008.25, 9701.701171875
21008.5, 9701.701171875
21008.75, 9701.701171875
21009.0, 9701.701171875
21009.25, 9701.701171875
21009.5, 9701.701171875
21009.75, 9701.701171875
21010.0, 9701.701171875
21010.25, 9701.701171875
21010.5, 9701.701171875
21010.75, 9701.701171875
21011.0, 9701.701171875
21011.25, 9701.701171875
21011.5, 9701.701171875
21011.75, 9701.701171875
21012.0, 9701.701171875
21012.25, 9701.701171875
21012.5, 9701.701171875
21012.75, 9701.701171875
21013.0, 9701.701171875
21013.25, 9701.701171875
21013.5, 9701.701171875
21013.75, 9701.701171875
21014.0, 9701.701171875
21014.25, 9701.701171875
21014.5, 9701.701171875
21014.75, 9701.701171875
21015.0, 9701.701171875
21015.25, 9701.701171875
21015.5, 9701.701171875
21015.75, 9701.701171875
21016.0, 9717.779296875
21016.25, 9729.3271484375
21016.5, 9901.6337890625
21016.75, 10020.9755859375
21017.0, 10211.7197265625
21017.25, 10345.9765625
21017.5, 10423.7978515625
21017.75, 10490.6484375
21018.0, 10669.615234375
21018.25, 10857.0283203125
21018.5, 11145.9013671875
21018.75, 11192.1552734375
21019.0, 11313.4619140625
21019.25, 11336.2294921875
21019.5, 11614.205078125
21019.75, 11631.59375
21020.0, 11643.3076171875
21020.25, 11709.2939453125
21020.5, 11709.2939453125
21020.75, 11709.2939453125
21021.0, 11709.2939453125
21021.25, 11774.09765625
21021.5, 11845.5654296875
21021.75, 11845.5654296875
21022.0, 11845.5654296875
21022.25, 11880.529296875
21022.5, 11951.5302734375
21022.75, 11951.5302734375
21023.0, 11951.5302734375
21023.25, 11951.5302734375
21023.5, 11951.5224609375
21023.75, 11951.5224609375
21024.0, 11951.5224609375
21024.25, 11951.5224609375
21024.5, 11951.5224609375
21024.75, 11951.5224609375
21025.0, 11951.5224609375
21025.25, 11951.5224609375
21025.5, 11951.5224609375
21025.75, 11951.5224609375
21026.0, 11951.5224609375
21026.25, 11951.5224609375
21026.5, 11951.5224609375
21026.75, 11951.5224609375
21027.0, 11951.5224609375
21027.25, 11951.5224609375
21027.5, 11951.5224609375
21027.75, 11951.5224609375
21028.0, 11951.5224609375
21028.25, 11951.5224609375
21028.5, 11951.5224609375
21028.75, 11951.5224609375
21029.0, 11951.5224609375
21029.25, 11951.5224609375
21029.5, 11951.5224609375
21029.75, 11951.5224609375
21030.0, 11951.5224609375
21030.25, 11951.5224609375
21030.5, 11951.5224609375
21030.75, 11951.5224609375
21031.0, 11951.5224609375
21031.25, 11951.5224609375
21031.5, 11951.5224609375
21031.75, 11951.5224609375
21032.0, 11951.5224609375
21032.25, 11951.5224609375
21032.5, 11951.5224609375
21032.75, 11951.5224609375
21033.0, 11951.5224609375
21033.25, 11951.5224609375
21033.5, 11951.5224609375
21033.75, 11951.5224609375
21034.0, 11951.5224609375
21034.25, 11951.5224609375
21034.5, 11951.5224609375
21034.75, 11951.5224609375
21035.0, 11951.5224609375
21035.25, 11951.5224609375
21035.5, 11951.5224609375
21035.75, 11951.5224609375
21036.0, 11951.5224609375
21036.25, 11951.5224609375
21036.5, 11951.5224609375
21036.75, 12108.7958984375
21037.0, 12216.74609375
21037.25, 12369.1923828125
21037.5, 12501.3740234375
21037.75, 12560.9619140625
21038.0, 12690.2177734375
21038.25, 12872.0947265625
21038.5, 13084.6611328125
21038.75, 13238.8720703125
21039.0, 13323.193359375
21039.25, 13362.4423828125
21039.5, 13445.78515625
21039.75, 13677.322265625
21040.0, 13694.51171875
21040.25, 13703.654296875
21040.5, 13763.609375
21040.75, 13763.609375
21041.0, 13763.609375
21041.25, 13763.609375
21041.5, 13829.0029296875
21041.75, 13855.3583984375
21042.0, 13855.3583984375
21042.25, 13855.3583984375
21042.5, 13939.998046875
21042.75, 13949.2890625
21043.0, 13949.2890625
21043.25, 13949.2890625
21043.5, 13981.0830078125
21043.75, 13981.2021484375
21044.0, 13981.2021484375
21044.25, 13981.2021484375
21044.5, 13981.2021484375
21044.75, 13981.2021484375
21045.0, 13981.2021484375
21045.25, 13981.2021484375
21045.5, 13981.2021484375
21045.75, 13981.2021484375
21046.0, 13981.2021484375
21046.25, 13981.2021484375
21046.5, 13981.2021484375
21046.75, 13981.2021484375
21047.0, 13981.2021484375
21047.25, 13981.2021484375
21047.5, 13981.2021484375
21047.75, 13981.2021484375
21048.0, 13981.2021484375
21048.25, 13981.2021484375
21048.5, 13981.2021484375
21048.75, 13981.2021484375
21049.0, 13981.2021484375
21049.25, 13981.2021484375
21049.5, 13981.2021484375
21049.75, 13981.2021484375
21050.0, 13981.2021484375
21050.25, 13981.2021484375
21050.5, 13981.2021484375
21050.75, 13981.2021484375
21051.0, 13981.2021484375
21051.25, 13981.2021484375
21051.5, 13981.2021484375
21051.75, 13981.2021484375
21052.0, 13981.2021484375
21052.25, 13981.2021484375
21052.5, 13981.2021484375
21052.75, 13981.2021484375
21053.0, 13981.2021484375
21053.25, 13981.2021484375
21053.5, 13981.2021484375
21053.75, 13981.2021484375
21054.0, 13981.2021484375
21054.25, 13981.2021484375
21054.5, 13981.2021484375
21054.75, 13981.2021484375
21055.0, 13981.2021484375
21055.25, 13981.2021484375
21055.5, 13981.2021484375
21055.75, 13981.2021484375
21056.0, 13981.2021484375
21056.25, 13981.2021484375
21056.5, 13981.2021484375
21056.75, 14121.015625
21057.0, 14200.8974609375
21057.25, 14366.560546875
21057.5, 14465.5087890625
21057.75, 14595.7421875
21058.0, 14688.4970703125
21058.25, 14858.0869140625
21058.5, 15079.0654296875
21058.75, 15291.3369140625
21059.0, 15431.5888671875
21059.25, 15604.0146484375
21059.5, 15604.0146484375
21059.75, 16070.33984375
21060.0, 16105.1240234375
21060.25, 16157.5458984375
21060.5, 16194.283203125
21060.75, 16194.3388671875
21061.0, 16194.353515625
21061.25, 16194.353515625
21061.5, 16233.8330078125
21061.75, 16344.4326171875
21062.0, 16344.4326171875
21062.25, 16344.4326171875
21062.5, 16344.4326171875
21062.75, 16460.27734375
21063.0, 16460.27734375
21063.25, 16460.27734375
21063.5, 16460.27734375
21063.75, 16499.48828125
21064.0, 16499.48828125
21064.25, 16499.48828125
21064.5, 16499.48828125
21064.75, 16499.48828125
21065.0, 16499.48828125
21065.25, 16499.48828125
21065.5, 16499.48828125
21065.75, 16499.48828125
21066.0, 16499.48828125
21066.25, 16499.48828125
21066.5, 16499.48828125
21066.75, 16499.48828125
21067.0, 16499.48828125
21067.25, 16499.48828125
21067.5, 16499.48828125
21067.75, 16499.48828125
21068.0, 16499.48828125
21068.25, 16499.48828125
21068.5, 16499.48828125
21068.75, 16499.48828125
21069.0, 16499.48828125
21069.25, 16499.48828125
21069.5, 16499.48828125
21069.75, 16499.48828125
21070.0, 16499.48828125
21070.25, 16499.48828125
21070.5, 16499.48828125
21070.75, 16499.48828125
21071.0, 16499.48828125
21071.25, 16499.48828125
21071.5, 16499.48828125
21071.75, 16499.48828125
21072.0, 16499.48828125
21072.25, 16499.48828125
21072.5, 16499.48828125
21072.75, 16499.48828125
21073.0, 16499.48828125
21073.25, 16499.48828125
21073.5, 16499.48828125
21073.75, 16499.48828125
21074.0, 16499.48828125
21074.25, 16499.48828125
21074.5, 16499.48828125
21074.75, 16499.48828125
21075.0, 16499.48828125
21075.25, 16499.48828125
21075.5, 16499.48828125
21075.75, 16499.48828125
21076.0, 16499.48828125
21076.25, 16499.48828125
21076.5, 16499.48828125
21076.75, 16499.48828125
21077.0, 16620.091796875
21077.25, 16661.01171875
21077.5, 16734.080078125
21077.75, 16801.681640625
21078.0, 16858.4140625
21078.25, 17028.748046875
21078.5, 17243.89453125
21078.75, 17436.115234375
21079.0, 17514.81640625
21079.25, 17624.2578125
21079.5, 17668.326171875
21079.75, 17765.62109375
21080.0, 18064.84765625
21080.25, 18106.896484375
21080.5, 18132.7265625
21080.75, 18160.697265625
21081.0, 18160.7421875
21081.25, 18160.73046875
21081.5, 18160.73046875
21081.75, 18217.13671875
21082.0, 18245.572265625
21082.25, 18245.572265625
21082.5, 18245.572265625
21082.75, 18330.94140625
21083.0, 18331.80859375
21083.25, 18331.80859375
21083.5, 18331.80859375
21083.75, 18378.68359375
21084.0, 18390.037109375
21084.25, 18390.037109375
21084.5, 18390.037109375
21084.75, 18390.037109375
21085.0, 18390.037109375
21085.25, 18390.037109375
21085.5, 18390.037109375
21085.75, 18390.037109375
21086.0, 18390.037109375
21086.25, 18390.037109375
21086.5, 18390.037109375
21086.75, 18390.037109375
21087.0, 18390.037109375
21087.25, 18390.037109375
21087.5, 18390.037109375
21087.75, 18390.037109375
21088.0, 18390.037109375
21088.25, 18390.037109375
21088.5, 18390.037109375
21088.75, 18390.037109375
21089.0, 18390.037109375
21089.25, 18390.037109375
21089.5, 18390.037109375
21089.75, 18390.037109375
21090.0, 18390.037109375
21090.25, 18390.037109375
21090.5, 18390.037109375
21090.75, 18390.037109375
21091.0, 18390.037109375
21091.25, 18390.037109375
21091.5, 18390.037109375
21091.75, 18390.037109375
21092.0, 18390.037109375
21092.25, 18390.037109375
21092.5, 18390.037109375
21092.75, 18390.037109375
21093.0, 18390.037109375
21093.25, 18390.037109375
21093.5, 18390.037109375
21093.75, 18390.037109375
21094.0, 18390.037109375
21094.25, 18390.037109375
21094.5, 18390.037109375
21094.75, 18390.037109375
21095.0, 18390.037109375
21095.25, 18390.037109375
21095.5, 18390.037109375
21095.75, 18390.037109375
21096.0, 18390.037109375
21096.25, 18390.037109375
21096.5, 18390.037109375
21096.75, 18390.037109375
21097.0, 18390.037109375
21097.25, 18390.037109375
21097.5, 18407.953125
21097.75, 18446.013671875
21098.0, 18545.451171875
21098.25, 18590.814453125
21098.5, 18705.4140625
21098.75, 18795.923828125
21099.0, 18846.0546875
21099.25, 18889.314453125
21099.5, 18964.794921875
21099.75, 18994.56640625
21100.0, 19179.986328125
21100.25, 19256.712890625
21100.5, 19294.232421875
21100.75, 19294.232421875
21101.0, 19318.9296875
21101.25, 19319.0625
21101.5, 19319.0625
21101.75, 19351.07421875
21102.0, 19384.07421875
21102.25, 19384.07421875
21102.5, 19384.07421875
21102.75, 19384.07421875
21103.0, 19433.32421875
21103.25, 19433.32421875
21103.5, 19433.32421875
21103.75, 19433.32421875
21104.0, 19466.390625
21104.25, 19466.390625
21104.5, 19466.390625
21104.75, 19466.390625
21105.0, 19466.390625
21105.25, 19466.390625
21105.5, 19466.390625
21105.75, 19466.390625
21106.0, 19466.390625
21106.25, 19466.390625
21106.5, 19466.390625
21106.75, 19466.390625
21107.0, 19466.390625
21107.25, 19466.390625
21107.5, 19466.390625
21107.75, 19466.390625
21108.0, 19466.390625
21108.25, 19466.390625
21108.5, 19466.390625
21108.75, 19466.390625
21109.0, 19466.390625
21109.25, 19466.390625
21109.5, 19466.390625
21109.75, 19466.390625
21110.0, 19466.390625
21110.25, 19466.390625
21110.5, 19466.390625
21110.75, 19466.390625
21111.0, 19466.390625
21111.25, 19466.390625
21111.5, 19466.390625
21111.75, 19466.390625
21112.0, 19466.390625
21112.25, 19466.390625
21112.5, 19466.390625
21112.75, 19466.390625
21113.0, 19466.390625
21113.25, 19466.390625
21113.5, 19466.390625
21113.75, 19466.390625
21114.0, 19466.390625
21114.25, 19466.390625
21114.5, 19466.390625
21114.75, 19466.390625
21115.0, 19466.390625
21115.25, 19466.390625
21115.5, 19466.390625
21115.75, 19466.390625
21116.0, 19466.390625
21116.25, 19466.390625
21116.5, 19466.390625
21116.75, 19466.390625
21117.0, 19466.390625
21117.25, 19466.390625
21117.5, 19466.390625
21117.75, 19470.91796875
21118.0, 19480.544921875
21118.25, 19512.349609375
21118.5, 19539.357421875
21118.75, 19582.826171875
21119.0, 19604.1328125
21119.25, 19615.224609375
21119.5, 19633.6328125
21119.75, 19656.294921875
21120.0, 19673.080078125
21120.25, 19736.921875
21120.5, 19739.681640625
21120.75, 19755.478515625
21121.0, 19761.341796875
21121.25, 19786.966796875
21121.5, 19784.916015625
21121.75, 19786.943359375
21122.0, 19804.423828125
21122.25, 19804.423828125
21122.5, 19804.423828125
21122.75, 19804.423828125
21123.0, 19816.10546875
21123.25, 19821.955078125
21123.5, 19821.955078125
21123.75, 19821.955078125
21124.0, 19827.810546875
21124.25, 19839.53515625
21124.5, 19839.53515625
21124.75, 19839.53515625
21125.0, 19839.53515625
21125.25, 19839.53515625
21125.5, 19839.53515625
21125.75, 19839.53515625
21126.0, 19839.53515625
21126.25, 19839.53515625
21126.5, 19839.53515625
21126.75, 19839.53515625
21127.0, 19839.53515625
21127.25, 19839.53515625
21127.5, 19839.53515625
21127.75, 19839.53515625
21128.0, 19839.53515625
21128.25, 19839.53515625
21128.5, 19839.53515625
21128.75, 19839.53515625
21129.0, 19839.53515625
21129.25, 19839.53515625
21129.5, 19839.53515625
21129.75, 19839.53515625
21130.0, 19839.53515625
21130.25, 19839.53515625
21130.5, 19839.53515625
21130.75, 19839.53515625
21131.0, 19839.53515625
21131.25, 19839.53515625
21131.5, 19839.53515625
21131.75, 19839.53515625
21132.0, 19839.53515625
21132.25, 19839.53515625
21132.5, 19839.53515625
21132.75, 19839.53515625
21133.0, 19839.53515625
21133.25, 19839.53515625
21133.5, 19839.53515625
21133.75, 19839.53515625
21134.0, 19839.53515625
21134.25, 19839.53515625
21134.5, 19839.53515625
21134.75, 19839.53515625
21135.0, 19839.53515625
21135.25, 19839.53515625
21135.5, 19839.53515625
21135.75, 19839.53515625
21136.0, 19839.53515625
21136.25, 19839.53515625
21136.5, 19839.53515625
21136.75, 19839.53515625
21137.0, 19839.53515625
21137.25, 19839.53515625
21137.5, 19839.53515625
21137.75, 19839.16796875
21138.0, 19838.943359375
21138.25, 19836.970703125
21138.5, 19833.04296875
21138.75, 19832.615234375
21139.0, 19827.859375
21139.25, 19823.0234375
21139.5, 19822.109375
21139.75, 19820.79296875
21140.0, 19816.259765625
21140.25, 19809.7890625
21140.5, 19807.7578125
21140.75, 19807.25
21141.0, 19806.3671875
21141.25, 19803.28125
21141.5, 19799.40234375
21141.75, 19799.0625
21142.0, 19798.390625
21142.25, 19797.05859375
21142.5, 19797.05859375
21142.75, 19797.05859375
21143.0, 19797.05859375
21143.25, 19793.98828125
21143.5, 19792.9921875
21143.75, 19792.9921875
21144.0, 19792.9921875
21144.25, 19789.9453125
21144.5, 19789.9453125
21144.75, 19789.9453125
21145.0, 19789.9453125
21145.25, 19789.9453125
21145.5, 19789.962890625
21145.75, 19789.962890625
21146.0, 19789.962890625
21146.25, 19789.962890625
21146.5, 19789.962890625
21146.75, 19789.962890625
21147.0, 19789.962890625
21147.25, 19789.962890625
21147.5, 19789.962890625
21147.75, 19789.962890625
21148.0, 19789.962890625
21148.25, 19789.962890625
21148.5, 19789.962890625
21148.75, 19789.962890625
21149.0, 19789.962890625
21149.25, 19789.962890625
21149.5, 19789.962890625
21149.75, 19789.962890625
21150.0, 19789.962890625
21150.25, 19789.962890625
21150.5, 19789.962890625
21150.75, 19789.962890625
21151.0, 19789.962890625
21151.25, 19789.962890625
21151.5, 19789.962890625
21151.75, 19789.962890625
21152.0, 19789.962890625
21152.25, 19789.962890625
21152.5, 19789.962890625
21152.75, 19789.962890625
21153.0, 19789.962890625
21153.25, 19789.962890625
21153.5, 19789.962890625
21153.75, 19789.962890625
21154.0, 19789.962890625
21154.25, 19789.962890625
21154.5, 19789.962890625
21154.75, 19789.962890625
21155.0, 19789.962890625
21155.25, 19789.962890625
21155.5, 19789.962890625
21155.75, 19789.962890625
21156.0, 19789.962890625
21156.25, 19789.962890625
21156.5, 19789.962890625
21156.75, 19789.962890625
21157.0, 19789.962890625
21157.25, 19789.962890625
21157.5, 19789.962890625
21157.75, 19789.962890625
21158.0, 19789.962890625
21158.25, 19789.962890625
21158.5, 19798.021484375
21158.75, 19803.732421875
21159.0, 19811.869140625
21159.25, 19818.3984375
21159.5, 19824.638671875
21159.75, 19826.859375
21160.0, 19836.390625
21160.25, 19843.986328125
21160.5, 19855.056640625
21160.75, 19862.572265625
21161.0, 19868.353515625
21161.25, 19868.4453125
21161.5, 19880.615234375
21161.75, 19885.560546875
21162.0, 19886.98046875
21162.25, 19890.0390625
21162.5, 19890.466796875
21162.75, 19890.466796875
21163.0, 19890.466796875
21163.25, 19890.466796875
21163.5, 19895.701171875
21163.75, 19895.701171875
21164.0, 19895.701171875
21164.25, 19895.701171875
21164.5, 19900.94140625
21164.75, 19900.94140625
21165.0, 19900.94140625
21165.25, 19902.408203125
21165.5, 19902.705078125
21165.75, 19902.705078125
21166.0, 19902.705078125
21166.25, 19902.705078125
21166.5, 19902.705078125
21166.75, 19902.705078125
21167.0, 19902.705078125
21167.25, 19902.705078125
21167.5, 19902.705078125
21167.75, 19902.705078125
21168.0, 19902.705078125
21168.25, 19902.705078125
21168.5, 19902.705078125
21168.75, 19902.705078125
21169.0, 19902.705078125
21169.25, 19902.705078125
21169.5, 19902.705078125
21169.75, 19902.705078125
21170.0, 19902.705078125
21170.25, 19902.705078125
21170.5, 19902.705078125
21170.75, 19902.705078125
21171.0, 19902.705078125
21171.25, 19902.705078125
21171.5, 19902.705078125
21171.75, 19902.705078125
21172.0, 19902.705078125
21172.25, 19902.705078125
21172.5, 19902.705078125
21172.75, 19902.705078125
21173.0, 19902.705078125
21173.25, 19902.705078125
21173.5, 19902.705078125
21173.75, 19902.705078125
21174.0, 19902.705078125
21174.25, 19902.705078125
21174.5, 19902.705078125
21174.75, 19902.705078125
21175.0, 19902.705078125
21175.25, 19902.705078125
21175.5, 19902.705078125
21175.75, 19902.705078125
21176.0, 19902.705078125
21176.25, 19902.705078125
21176.5, 19902.705078125
21176.75, 19902.705078125
21177.0, 19902.705078125
21177.25, 19902.705078125
21177.5, 19902.705078125